"Geschlecht","Alter","AnzahlGeschwister","WohnortMuenster","Wohntyp","Wohnflaeche","Wohnzufriedenheit","Wohnkosten","FahrzeitRadDom","MatheVorkurs","Studiengang","Lehre","AnderesStudium","Bundesland","EntfernungSchule","Abiturnote","Mathematik","SoWi","Spanisch","Informatik","Deutsch","Sport","Musik","Englisch","Physik","Erdkunde","Geschichte","Chemie","Kunst","Biologie","Franzoesisch","Wirtschaft","Keine","Textfeld","MathenoteDurchschnitt","Auslandsaufenthalt","Nebenjob","Bafoeg","Monatsbudget","Verkehrsmittel","SozialesEngagement","Buecher","ErwartetesGehalt","40Prozent","60Prozent","Medienvertrauen"
"männlich",20,"2","ja","in einer WG",23,"zufrieden",400,"zwischen 5 und 10 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"11","nein",2,0,NA,"Fahrrad",8,"101-500",70000,"40","3/5",76
"männlich",19,"1","ja","alleine in einer Wohnung",23,"es ist okay",800,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","nein","Nordrhein-Westfalen","100-200 km",1.6,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Pädagogik","9","nein",5,400,1200,"Fahrrad",8,"501-1000",50000,"40","60",71
"männlich",20,"1","ja","in einer WG",9,"es ist okay",310,"zwischen 10 und 15 min","nein","Betriebswirtschaftslehre","nein","nein","Schlewsig-Holstein","200-500 km",2.1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"14","nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"männlich",22,"1","ja","alleine in einer Wohnung",24,"sehr zufrieden",650,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","nein","Hamburg","200-500 km",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"7","nein",10,0,NA,"Fahrrad",0,"51-100",60000,"40","60",59
"männlich",21,"2","ja","in einer WG",11,"es ist okay",312,"zwischen 2 und 5 min","nein","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Ich habe meinen Schulabschluss nicht in Deutschland gemacht","mehr als 1000 km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"1","ja",0,0,750,"Fahrrad",60,"51-100",60000,"40","3/5",73
"weiblich",19,"3","ja","alleine in einer Wohnung",30,"es ist okay",650,"zwischen 2 und 5 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"13","nein",0,0,NA,"Fahrrad",0,"501-1000",NA,"40","30",NA
"männlich",22,"2","ja","in einer WG",22,"sehr zufrieden",650,"zwischen 2 und 5 min","nein","Betriebswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","nein","Nordrhein-Westfalen","100-200 km",2.3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"10","ja",0,0,1100,"Fahrrad",0,"101-500",4500,"40","3/5",52
"männlich",20,"1","ja","in einem Wohnheim",35,"zufrieden",NA,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",2.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"10","nein",0,0,NA,"Fahrrad",0,"101-500",NA,"40","3/5",73
"weiblich",20,"1","ja","alleine in einer Wohnung",27,"sehr zufrieden",465,"zwischen 2 und 5 min","nein","Wirtschaft und Recht","nein","nein","Nordrhein-Westfalen","10-20 km",2.1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"11","nein",11,493,850,"ÖPNV",0,"51-100",3000,"40","60",59
"männlich",20,"1","ja","in einem Wohnheim",18,"sehr zufrieden",320,"zwischen 5 und 10 min","nein","Politik und Wirtschaft","nein","nein","Nordrhein-Westfalen","100-200 km",2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"8","ja",9,0,750,"Fahrrad",0,"mehr als 2000",50000,"40","60",55
"weiblich",23,"2","ja","alleine in einer Wohnung",25,"sehr zufrieden",390,"zwischen 5 und 10 min","nein","Volkswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",3.4,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","nein",0,852,1100,"Fahrrad",0,"101-500",60000,"40","3/5",46
"weiblich",20,"1","nein","bei meinen Eltern",20,"sehr zufrieden",NA,"Ich wohne nicht in Münster","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","20-50 km",2.2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Betriebswirtschaftslehre","8","nein",8,511,500,"ÖPNV",0,"101-500",3500,"40","3/5",45
"weiblich",20,"0","ja","in einer WG",15,"zufrieden",300,"zwischen 10 und 15 min","ja","Betriebswirtschaftslehre","nein","nein","Bremen","200-500 km",2.6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"13","nein",0,0,NA,"Fahrrad",0,"101-500",50000,"40","60",79
"männlich",19,"0","ja","alleine in einer Wohnung",35,"sehr zufrieden",700,"zwischen 10 und 15 min","nein","Betriebswirtschaftslehre","nein","nein","Niedersachsen","200-500 km",2.3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,"10","ja",15,0,1000,"eScooter",0,"501-1000",55000,"40","60",34
"männlich",20,"1","ja","alleine in einer Wohnung",32,"sehr zufrieden",400,"zwischen 15 und 20 min","nein","Betriebswirtschaftslehre","nein","nein","Rheinland-Pfalz","100-200 km",2.1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"9","nein",0,0,NA,"Fahrrad",0,"101-500",40000,"40","60",68
"weiblich",19,"2","ja","alleine in einer Wohnung",17,"sehr zufrieden",500,"weniger als 2 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","10-20 km",1.8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"2","nein",5,0,500,"zu Fuß",0,"1-50",3000,"40","3/5",70
"männlich",18,"1","ja","alleine in einer Wohnung",25,"es ist okay",320,"zwischen 20 und 30 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","200-500 km",2.2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"7","nein",0,0,NA,"Fahrrad",20,"501-1000",55000,"40","60",67
"weiblich",18,"1","ja","in einer WG",12,"zufrieden",360,"zwischen 5 und 10 min","nein","Volkswirtschaftslehre","nein","nein","Berlin","200-500 km",1.3,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"14","ja",0,0,900,"Fahrrad",10,"501-1000",25000,"40","3/5",63
"männlich",21,"1","ja","in einem Wohnheim",18,"sehr zufrieden",289,"zwischen 15 und 20 min","nein","Betriebswirtschaftslehre","nein","nein","Hessen","200-500 km",1.6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wirtschaft Bilingual","10","ja",3,0,NA,"Fahrrad",NA,"1001-2000",NA,"40","3/5",72
"weiblich",22,"0","nein","bei meinen Eltern",20,"sehr zufrieden",0,"Ich wohne nicht in Münster","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","20-50 km",2.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"8","nein",6,511,NA,"Auto",0,"1-50",34000,"40","3/5",65
"weiblich",20,"1","ja","in einer WG",12,"unzufrieden",340,"zwischen 5 und 10 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",1.9,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","nein",0,0,NA,"zu Fuß",20,"101-500",40000,"40","60",87
"weiblich",19,"1","ja","in einer WG",20,"sehr zufrieden",NA,"zwischen 5 und 10 min","ja","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","50-100 km",1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"12","ja",0,0,NA,"Fahrrad",0,"101-500",NA,"40","3/5",81
"männlich",18,"0","ja","alleine in einer Wohnung",26,"sehr zufrieden",660,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",1.8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"10","nein",0,0,500,"ÖPNV",0,"101-500",40000,"40","3/5",66
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"weiblich",21,"2","ja","zusammen mit meinem Partner/meiner Partnerin",90,"unzufrieden",1100,"mehr als 30 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",1.8,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","ja",10,0,800,"ÖPNV",0,"51-100",NA,"40","3/5",72
"weiblich",19,"3","ja","alleine in einer Wohnung",23,"sehr zufrieden",437,"zwischen 5 und 10 min","nein","Volkswirtschaftslehre","nein","nein","Ich habe meinen Schulabschluss nicht in Deutschland gemacht","mehr als 1000 km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"ja",0,0,934,"Fahrrad",10,"1-50",30000,"40","60",73
"männlich",20,"2","ja","alleine in einer Wohnung",32,"sehr zufrieden",553,"zwischen 2 und 5 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",2.4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"9","nein",0,0,450,"zu Fuß",0,"101-500",65000,"40","60",70
"männlich",26,"3","ja","in einer WG",30,"sehr zufrieden",510,"zwischen 20 und 30 min","nein","Betriebswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","nein","Nordrhein-Westfalen","50-100 km",2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Pädagogik","5","nein",10,0,1000,"ÖPNV",0,"101-500",80000,"40","3/5",65
"weiblich",19,"2","ja","in einer WG",11,"es ist okay",280,"weniger als 2 min","nein","Politik und Wirtschaft","nein","nein","Mecklenburg-Vorpommern","500-1000 km",1.4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"12","nein",0,0,NA,"Fahrrad",12,"1001-2000",60000,"40","60",68
"weiblich",18,"1","ja","in einer WG",15,"sehr zufrieden",300,"zwischen 5 und 10 min","nein","Volkswirtschaftslehre","nein","nein","Nordrhein-Westfalen","20-50 km",1.3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","nein",10,0,600,"Fahrrad",4,"101-500",3500,"40","60",89
"männlich",19,"1","ja","bei meinen Eltern",25,"sehr zufrieden",0,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","0-10 km",2.4,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"11","nein",0,0,NA,"Fahrrad",0,"501-1000",40000,"40","60",95
"männlich",20,"3","nein","bei meinen Eltern",150,"es ist okay",NA,"mehr als 30 min","nein","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","50-100 km",2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,"10","nein",0,0,NA,"Auto",0,"1-50",60000,"40","60",75
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"männlich",19,"2","ja","in einer WG",14,"sehr zufrieden",410,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","20-50 km",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"13","nein",15,0,NA,"Fahrrad",0,"1-50",45000,"40","60",79
"weiblich",20,"1","ja","bei meinen Eltern",30,"zufrieden",NA,"zwischen 20 und 30 min","nein","Wirtschaft und Recht","nein","nein","Nordrhein-Westfalen","0-10 km",2.2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","nein",12,500,NA,"Fahrrad",0,"101-500",30000,"40","60",43
"männlich",23,"1","ja","in einer WG",32,"sehr zufrieden",650,"zwischen 10 und 15 min","nein","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Hamburg","200-500 km",2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,"12","ja",0,0,500,"Fahrrad",0,"101-500",55000,"40","3/5",79
"männlich",19,"2","ja","in einer WG",21,"zufrieden",590,"weniger als 2 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",2.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"9","ja",0,0,1100,"zu Fuß",4,"101-500",45000,"40","60",68
"männlich",21,"1","ja","bei meinen Eltern",16,"zufrieden",0,"zwischen 2 und 5 min","nein","Volkswirtschaftslehre","nein","nein","Nordrhein-Westfalen","0-10 km",3.3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","nein",10,0,520,"zu Fuß",0,"101-500",NA,"40","60",68
"männlich",19,"0","ja","bei meinen Eltern",10,"sehr zufrieden",0,"weniger als 2 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","0-10 km",1.8,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"14","nein",0,0,550,"Fahrrad",0,"51-100",70000,"40","3/5",50
"männlich",19,"2","ja","bei meinen Eltern",20,"sehr zufrieden",0,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","0-10 km",2.3,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"10","nein",0,0,150,"Fahrrad",0,"51-100",65000,"40","1/30",66
"männlich",20,"2","ja","zusammen mit meinem Partner/meiner Partnerin",65,"zufrieden",462,"zwischen 15 und 20 min","nein","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","200-500 km",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"6","nein",20,0,NA,"ÖPNV",0,"501-1000",30000,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"männlich",20,"0","nein","bei meinen Eltern",20,"es ist okay",0,"Ich wohne nicht in Münster","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","20-50 km",1.9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","nein",16,0,NA,"Auto",0,"501-1000",48000,"40","60",28
"männlich",21,"1","ja","in einer WG",18,"zufrieden",460,"zwischen 15 und 20 min","nein","Betriebswirtschaftslehre","nein","nein","Niedersachsen","100-200 km",1.9,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","ja",0,0,NA,"Fahrrad",0,"101-500",NA,"40","3/5",87
"männlich",20,"2","ja","alleine in einer Wohnung",28,"zufrieden",725,"zwischen 5 und 10 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",2.4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","nein",NA,NA,500,"Fahrrad",7,"501-1000",70000,"40","60",31
"männlich",21,"2","ja","in einer WG",20,"sehr zufrieden",330,"zwischen 5 und 10 min","nein","Politik und Wirtschaft","nein","nein","Nordrhein-Westfalen","100-200 km",1.9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"9","nein",10,0,NA,"Fahrrad",35,"101-500",NA,"40","3/5",78
"männlich",20,"2","ja","alleine in einer Wohnung",18,"es ist okay",450,"zwischen 10 und 15 min","ja","Volkswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",2.6,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","ja",0,0,400,"Fahrrad",0,"501-1000",70000,"40","60",93
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"weiblich",19,"1","ja","in einer WG",18,"zufrieden",420,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"14","nein",8,0,400,"Fahrrad",5,"101-500",55000,"40","60",83
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"männlich",19,"1","ja","alleine in einer Wohnung",26,"es ist okay",450,"zwischen 10 und 15 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"10","nein",0,0,450,"Fahrrad",0,"501-1000",3000,"40","3/5",72
"männlich",19,"1","ja","in einer WG",20,"sehr zufrieden",440,"weniger als 2 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",1.3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","nein",0,0,1500,"zu Fuß",0,"101-500",2e+05,"40","3/5",84
"männlich",20,"2","nein","bei meinen Eltern",15,"es ist okay",0,"Ich wohne nicht in Münster","ja","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","20-50 km",1.8,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","nein",9,0,100,"ÖPNV",0,"51-100",40000,"40","60",87
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"weiblich",20,"2","ja","in einem Wohnheim",16,"unzufrieden",320,"zwischen 20 und 30 min","ja","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","100-200 km",1.6,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"14","ja",10,0,1500,"Fahrrad",2,"mehr als 2000",NA,"40","60",80
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"männlich",23,"1","ja","in einem Wohnheim",20,"zufrieden",300,"zwischen 15 und 20 min","ja","Betriebswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","nein","Niedersachsen","200-500 km",2.2,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Politik-Wirtschaft","10","nein",6,200,1000,"Fahrrad",0,"101-500",50000,"40","60",83
"männlich",24,"1","ja","in einer WG",12,"zufrieden",500,"zwischen 5 und 10 min","nein","Wirtschaft und Recht","nein","ja und ich habe dieses Studium abgeschlossen","Nordrhein-Westfalen","100-200 km",1.1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"8","ja",20,0,1500,"Fahrrad",8,"1-50",160000,"40","60",34
"männlich",20,"1","ja","in einer WG",9,"sehr zufrieden",420,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","nein","Hessen","200-500 km",2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Politik und Wirtschaft","14","nein",0,0,1050,"Fahrrad",0,"101-500",40000,"40","3/5",100
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"männlich",20,"4","ja","in einer WG",15,"zufrieden",200,"zwischen 2 und 5 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",2.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"10","nein",0,0,900,"zu Fuß",0,"1-50",4000,"40","3/5",73
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"männlich",19,"2","ja","in einem Wohnheim",13,"es ist okay",316,"zwischen 10 und 15 min","nein","Betriebswirtschaftslehre","nein","nein","Bayern","500-1000 km",2.3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"11","ja",0,0,600,"Fahrrad",0,"101-500",75000,"40","3/5",71
"männlich",19,"1","ja","in einem Wohnheim",12,"zufrieden",470,"zwischen 5 und 10 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Betriebswirtschaftslehre","12","nein",0,0,400,"Fahrrad",0,"51-100",45000,"40","60",75
"männlich",20,"2","ja","in einer WG",20,"sehr zufrieden",500,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",1.8,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","nein",20,NA,1500,"Fahrrad",1,"101-500",50000,"40","60",75
"männlich",20,"2","nein","alleine in einer Wohnung",19,"sehr zufrieden",699,"zwischen 5 und 10 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","200-500 km",2.5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"9","nein",40,0,950,"Fahrrad",20,"1-50",40000,"40","3/5",82
"weiblich",20,"1","ja","alleine in einer Wohnung",22,"sehr zufrieden",650,"zwischen 10 und 15 min","ja","Betriebswirtschaftslehre","nein","nein","Niedersachsen","50-100 km",2.2,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"9","nein",12,0,300,"ÖPNV",0,"1-50",4000,"40","60",50
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"männlich",22,"1","ja","in einer WG",15,"zufrieden",450,"zwischen 15 und 20 min","nein","Betriebswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","nein","Nordrhein-Westfalen","100-200 km",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"11","nein",12,0,1000,"ÖPNV",5,"1-50",60000,"40","3/5",45
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"männlich",21,"1","ja","in einer WG",20,"zufrieden",500,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","nein","Hamburg","200-500 km",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,"Sport","8","nein",12.5,0,NA,"Fahrrad",0,"101-500",60000,"40","3/5",68
"weiblich",20,"1","ja","bei meinen Eltern",87,"sehr zufrieden",0,"zwischen 15 und 20 min","nein","Volkswirtschaftslehre","nein","nein","Nordrhein-Westfalen","0-10 km",2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,"10","nein",0,511,280,"ÖPNV",0,"1-50",36000,"40","60",51
